source                                                                                                                                                                       , doc_type    , loader_used                   , text_chars, ok
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VHB_216_Verzeichnis_vorzulegende_Unterlagen.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,       5116, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VHB_233_Verzeichnis_NU.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       1311, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VHB_234_Bieter_Arbeitsgemeinschaft.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       1689, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VU-A1-001_Formblatt_Urkalkulation.pdf                                                                                 , text_doc    , pymupdf_text                  ,       1384, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VU-B1-001_20230320_ANL-325_LV_blankett.pdf                                                                            , text_doc    , pymupdf_text                  ,      30872, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VU-B3-001_20230203_221124_ANL_Pr__sentation_Leitsystem_Arbeitsstand-KF.pdf                                            , text_doc    , pymupdf_text+pdfplumber_tables,      41670, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VU-B4-001_Merkblatt_ZRE.pdf                                                                                           , text_doc    , pymupdf_text                  ,       3615, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VU-D1-001_EignungNachunternehmen.docx                                                                                 , text_doc    , python-docx                   ,       1005, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\1.-Aenderung_O-B-19-23.pdf                                                                                            , text_doc    , pymupdf_text                  ,       1033, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Analysezertifikate.pdf                                                                                                , drawing_plan, pymupdf_text                  ,        344, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Aufforderung_O-B-19-23_Gostewitzer-Str.pdf                                                                            , text_doc    , pymupdf_text                  ,      92978, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\BBS---Gehweg-Neunickritz.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,     102547, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Hoehenplan-Gehweg.pdf                                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,      89841, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Kennzettel-fuer-Angebotsumschlag.pdf                                                                                  , table_doc   , pymupdf_text+pdfplumber_tables,        816, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Lageplan-Gehweg-Neunickritz.pdf                                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,     129195, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\LV-Gehweg-Neunickritz-Kurztext-geae..pdf                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,     201462, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\LV-Gehweg-Neunickritz-Langtext-geae..pdf                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,     631569, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\LV-Kurztext-Gehweg-Neunickritz.pdf                                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,     200980, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\LV-Langtext-Gehweg-Neunickritz.pdf                                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,     630739, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Probenahmeprotokolle.pdf                                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,       5320, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Regelquerschnitt.pdf                                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      27823, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Uebersicht-VU_O-B-19-23_Gostewitzer-Str.pdf                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,       4099, True
extractdirect\DTAD_20046985_Vergabeunterlagen_20230411\Uebersichtskarte.pdf                                                                                                  , drawing_plan, pymupdf_text                  ,        716, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Baubeschreibung.pdf                                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,      57162, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Formulare.pdf                                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,      59925, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Leistungsverzeichnis.pdf                                                                                              , text_doc    , pymupdf_text                  ,     210170, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Plan-1.pdf                                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,     620990, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Plan-2.1.pdf                                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,     137879, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Plan-2.2.pdf                                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      57563, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Plan-2.3.pdf                                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      57781, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Plan-2.4.pdf                                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      44888, True
extractdirect\DTAD_20046987_Vergabeunterlagen_20230411\Plan-2.5.pdf                                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      78387, True
extractdirect\DTAD_20046989_Vergabeunterlagen_20230406\01_L1_Beraeumung.pdf                                                                                                  , text_doc    , pymupdf_text                  ,      11833, True
extractdirect\DTAD_20046989_Vergabeunterlagen_20230406\03_UeLageplan.pdf                                                                                                     , scanned_doc , pymupdf_text+tesseract_ocr    ,        185, True
extractdirect\DTAD_20046989_Vergabeunterlagen_20230406\04_Bauzeitplan.pdf                                                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,       6630, True
